what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1352504573604
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1352504573604
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1352504573604
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1352504573619
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1352504573635
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1352504573641
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1352504573652
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1352504573690
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1352504573697
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1352504573705
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1352504573721
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1352504573734
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1352504573746
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1352504573760
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1352504573772
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1352504573782
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1352504573783
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1352504573808
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1352504573824
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1352504573837
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1352504573881
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1352504573917
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1352504573929
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1352504573940
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1352504573948
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1352504573955
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1352504574005
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1352504574019
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1352504574052
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1352504574095
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1352504574110
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1352504574113
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1352504574126
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1352504574134
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1352504574143
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1352504574158
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1352504574172
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1352504574179
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1352504574195
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1352504574212
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1352504574212
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1352504574249
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1352504574260
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1352504574292
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1352504574298
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1352504574355
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1352504574378
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1352504574390
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1352504574406
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1352504574422
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1352504574423
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1352504574423
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1352504574432
started,bundle,com.aptana.core,3.0.4.1337874171,"com.aptana.core",1352504574446
started,bundle,com.aptana.core.io,3.0.3.1337406272,"com.aptana.core.io",1352504574449
started,bundle,com.aptana.deploy,3.0.3.1337406272,"com.aptana.deploy",1352504574462
started,bundle,com.aptana.editor.php.epl,3.0.0.1336437459,"com.aptana.editor.php.epl",1352504574493
started,bundle,com.aptana.explorer,3.0.0.1337406272,"com.aptana.explorer",1352504574519
started,bundle,com.aptana.git.core,3.0.0.1337406272,"com.aptana.git.core",1352504574540
started,bundle,com.aptana.git.ui,3.0.3.1337406272,"com.aptana.git.ui",1352504574553
started,bundle,com.aptana.syncing.core,3.0.0.1337406272,"com.aptana.syncing.core",1352504574567
started,bundle,com.aptana.syncing.ui,3.0.3.1337406272,"com.aptana.syncing.ui",1352504574580
started,bundle,com.aptana.ui,3.1.3.1337406272,"com.aptana.ui",1352504574593
started,bundle,com.aptana.ui.io,3.0.0.1337406272,"com.aptana.ui.io",1352504574606
started,bundle,com.python.pydev.analysis,2.6.0.2012052102,"com.python.pydev.analysis",1352504574640
started,bundle,org.python.pydev,2.6.0.2012052102,"org.python.pydev",1352504574640
started,bundle,org.python.pydev.core,2.6.0.2012052102,"org.python.pydev.core",1352504574651
started,bundle,com.google.gdt.eclipse.core,3.1.1.v201210291353-rel-r37,"com.google.gdt.eclipse.core",1352504574671
started,bundle,com.google.gdt.eclipse.login,3.1.1.v201210291353-rel-r37,"com.google.gdt.eclipse.login",1352504574672
started,bundle,com.google.gdt.eclipse.managedapis,3.1.1.v201210291353-rel-r37,"com.google.gdt.eclipse.managedapis",1352504574673
started,bundle,com.google.gdt.eclipse.suite.ext,3.1.1.v201210291353-rel-r37,"com.google.gdt.eclipse.suite.ext",1352504574673
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.core",1352504574706
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.ui",1352504574720
started,bundle,org.eclipse.mylyn.commons.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.core",1352504574720
started,bundle,org.eclipse.mylyn.commons.net,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.net",1352504574720
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.core",1352504574734
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.feed",1352504574746
started,bundle,org.eclipse.mylyn.commons.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.ui",1352504574753
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.workbench",1352504574795
started,bundle,org.eclipse.mylyn.context.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.core",1352504574795
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.tasks.ui",1352504574812
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.monitor.ui",1352504574823
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui",1352504574845
os,sysinfo,,,"macosx",1352504574848
arch,sysinfo,,,"x86_64",1352504574848
ws,sysinfo,,,"cocoa",1352504574848
locale,sysinfo,,,"en_US",1352504574848
processors,sysinfo,,,"4",1352504574848
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1352504574848
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1352504574848
java.specification.name,sysinfo,,,"Java Platform API Specification",1352504574848
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1352504574848
java.specification.version,sysinfo,,,"1.6",1352504574848
java.vendor,sysinfo,,,"Apple Inc.",1352504574848
java.version,sysinfo,,,"1.6.0_37",1352504574848
java.vm.info,sysinfo,,,"mixed mode",1352504574848
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1352504574848
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1352504574848
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1352504574848
java.vm.specification.version,sysinfo,,,"1.0",1352504574848
java.vm.vendor,sysinfo,,,"Apple Inc.",1352504574848
java.vm.version,sysinfo,,,"20.12-b01-434",1352504574848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352504574974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352504575074
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1352504575584
started,bundle,com.aptana.theme,3.0.0.1337868207,"com.aptana.theme",1352504575595
started,bundle,com.aptana.filewatcher,3.0.1.1337406272,"com.aptana.filewatcher",1352504576070
started,bundle,com.aptana.scripting,3.0.0.1337406272,"com.aptana.scripting",1352504576108
started,bundle,beaver,3.0.0.1330991996,"beaver",1352504576145
started,bundle,org.python.pydev.red_core,2.6.0.2012052102,"org.python.pydev.red_core",1352504576714
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1352504577592
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1352504577718
started,bundle,com.aptana.eclipse.fullscreen.ui,1.0.4.1335481102,"com.aptana.eclipse.fullscreen.ui",1352504577750
started,bundle,com.aptana.portal.ui,3.0.0.1337406272,"com.aptana.portal.ui",1352504577793
started,bundle,com.aptana.scripting.ui,3.0.0.1337868207,"com.aptana.scripting.ui",1352504577868
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1352504577919
started,bundle,com.aptana.usage,3.0.0.1338353394,"com.aptana.usage",1352504578720
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1352504579346
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1352504579413
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1352504580179
started,bundle,com.aptana.browser,3.0.0.1337406272,"com.aptana.browser",1352504580283
started,bundle,com.aptana.configurations,3.0.3.1337406272,"com.aptana.configurations",1352504580389
started,bundle,com.aptana.projects,3.0.0.1337406272,"com.aptana.projects",1352504580458
started,bundle,com.aptana.samples.ui,3.0.0.1337281307,"com.aptana.samples.ui",1352504580607
started,bundle,com.aptana.samples,3.0.0.1337406272,"com.aptana.samples",1352504580645
opened,editor,com.aptana.portal.ui,3.0.0.1337406272,"com.aptana.portal.ui.browser.startPage",1352504580784
started,bundle,com.aptana.preview,3.0.0.1337406272,"com.aptana.preview",1352504580977
started,bundle,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms",1352504581303
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1352504581808
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1352504581892
started,bundle,org.eclipse.wb.core.lib,1.5.0.r37x201206111201,"org.eclipse.wb.core.lib",1352504583736
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1352504647913
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1352504647915
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1352504647959
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1352504647959
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1352504647991
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1352504648006
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1352504648006
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1352504648017
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1352504648040
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1352504648048
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1352504648069
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1352504648069
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1352504648093
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1352504648124
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1352504648133
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1352504648133
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1352504648133
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1352504648133
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1352504648173
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1352504648174
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1352504648174
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1352504648174
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1352504648207
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1352504648226
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1352504648255
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1352504648255
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1352504648270
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1352504648277
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1352504648285
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1352504648301
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1352504648314
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1352504648327
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1352504648341
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1352504648352
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1352504648363
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1352504648364
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1352504648388
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1352504648404
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1352504648417
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1352504648417
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1352504648463
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1352504648499
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1352504648520
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1352504648521
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1352504648536
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1352504648586
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1352504648622
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1352504648623
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1352504648653
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1352504648668
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1352504648672
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1352504648684
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1352504648739
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1352504648739
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1352504648740
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1352504648741
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1352504648741
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1352504648770
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1352504648773
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1352504648773
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1352504648807
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1352504648839
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1352504648839
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1352504648840
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1352504648902
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1352504648925
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1352504648942
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1352504648947
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1352504648957
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1352504648957
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1352504648968
started,bundle,beaver,3.0.0.1330991996,"beaver",1352504648987
started,bundle,com.aptana.core,3.0.4.1337874171,"com.aptana.core",1352504648988
started,bundle,com.aptana.core.io,3.0.3.1337406272,"com.aptana.core.io",1352504649017
started,bundle,com.aptana.deploy,3.0.3.1337406272,"com.aptana.deploy",1352504649032
started,bundle,com.aptana.editor.php.epl,3.0.0.1336437459,"com.aptana.editor.php.epl",1352504649042
started,bundle,com.aptana.explorer,3.0.0.1337406272,"com.aptana.explorer",1352504649070
started,bundle,com.aptana.filewatcher,3.0.1.1337406272,"com.aptana.filewatcher",1352504649084
started,bundle,com.aptana.git.core,3.0.0.1337406272,"com.aptana.git.core",1352504649098
started,bundle,com.aptana.git.ui,3.0.3.1337406272,"com.aptana.git.ui",1352504649110
started,bundle,com.aptana.scripting,3.0.0.1337406272,"com.aptana.scripting",1352504649166
started,bundle,com.aptana.syncing.core,3.0.0.1337406272,"com.aptana.syncing.core",1352504649181
started,bundle,com.aptana.syncing.ui,3.0.3.1337406272,"com.aptana.syncing.ui",1352504649195
started,bundle,com.aptana.theme,3.0.0.1337868207,"com.aptana.theme",1352504649209
started,bundle,com.aptana.ui,3.1.3.1337406272,"com.aptana.ui",1352504649218
started,bundle,com.aptana.ui.io,3.0.0.1337406272,"com.aptana.ui.io",1352504649219
started,bundle,com.python.pydev.analysis,2.6.0.2012052102,"com.python.pydev.analysis",1352504649231
started,bundle,org.python.pydev,2.6.0.2012052102,"org.python.pydev",1352504649231
started,bundle,org.python.pydev.core,2.6.0.2012052102,"org.python.pydev.core",1352504649243
started,bundle,org.python.pydev.red_core,2.6.0.2012052102,"org.python.pydev.red_core",1352504649256
started,bundle,com.google.gdt.eclipse.core,3.1.1.v201210291353-rel-r37,"com.google.gdt.eclipse.core",1352504649274
started,bundle,com.google.gdt.eclipse.login,3.1.1.v201210291353-rel-r37,"com.google.gdt.eclipse.login",1352504649275
started,bundle,com.google.gdt.eclipse.managedapis,3.1.1.v201210291353-rel-r37,"com.google.gdt.eclipse.managedapis",1352504649275
started,bundle,com.google.gdt.eclipse.suite.ext,3.1.1.v201210291353-rel-r37,"com.google.gdt.eclipse.suite.ext",1352504649275
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.core",1352504649297
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.ui",1352504649312
started,bundle,org.eclipse.mylyn.commons.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.core",1352504649312
started,bundle,org.eclipse.mylyn.commons.net,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.net",1352504649312
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.core",1352504649326
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.feed",1352504649337
